,Open,High,Low,Close,Adj Close,Volume
4725,0.5892182619193549,0.570733160604453,0.5492544051496749,0.5486809843627201,0.5713442101376558,-0.1823522203814272
4726,0.5563350405232731,0.5599891747718897,0.5699403024813602,0.5660935594863812,0.586681944824949,-0.320013209108628
4727,0.6195224488478097,0.6221510418859902,0.6122229033985805,0.6496734970207497,0.6603022486139647,0.1109197518568596
4728,0.6347388901872224,0.7104054496764598,0.661010519841527,0.7345433265910182,0.735058682291815,-0.05053038658392396
4729,0.7246196024898787,0.7082310894066446,0.7105787121274987,0.6915924730489291,0.6972259746192928,-0.37630865150776366
4730,0.6957339186913382,0.702731261788092,0.7148720353845088,0.7175178764355138,0.7200621590481037,-0.41561897372678186
4731,0.7172691537342042,0.7100217473168191,0.6801352784971931,0.6483837984570472,0.6591659180641578,-0.41932875022057836
4732,0.5839311103727572,0.5904306406359697,0.5864630939568289,0.60917333000244,0.6246279381581419,-0.3226083890773825
4733,0.6039189660002172,0.5828841019875503,0.509443541001827,0.48818865162114694,0.5180599052168718,-0.18378289651804824
4734,0.5153278676466178,0.5414429808863649,0.534683027261707,0.5504867248685495,0.5729346490110803,-0.3456489291845938
